City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,weather Description
346,Karabulak,RU,43.3036,44.8964,68.99,46,0,3.85,clear sky
347,Lakhimpur,IN,27.95,80.7667,81.95,69,100,14.23,light rain
348,Dunedin,NZ,-45.8742,170.5036,44.8,25,93,7.96,overcast clouds
349,Saint Anthony,US,45.0205,-93.218,79.93,67,0,5.75,clear sky
350,Gweru,ZW,-19.45,29.8167,58.24,30,0,6.58,clear sky
351,Rio Grande,BR,-32.035,-52.0986,62.71,90,0,13.33,clear sky
352,Araguaina,BR,-7.1911,-48.2072,81.18,27,61,4.76,broken clouds
353,Paignton,GB,50.4357,-3.5679,70.48,65,63,1.99,broken clouds
354,Viseu,PT,40.661,-7.9097,56.86,95,3,1.5,clear sky
355,Labrea,BR,-7.2586,-64.7981,81.28,55,32,3.94,scattered clouds
356,Banjar,ID,-8.19,114.9675,78.8,86,47,1.39,scattered clouds
357,Urengoy,RU,65.9667,78.3667,47.14,96,100,18.43,light rain
358,Alofi,NU,-19.0595,-169.9187,76.89,65,100,20.71,overcast clouds
359,Mount Gambier,AU,-37.8333,140.7667,50.99,86,96,10.89,light rain
360,Zatoka,UA,46.0725,30.4654,73.74,77,8,9.75,clear sky
361,Agadez,NE,19.75,10.25,86.79,37,73,10.56,broken clouds
362,Paranavai,BR,-23.0731,-52.4653,70.41,49,5,5.59,clear sky
363,Raudeberg,NO,61.9875,5.1352,59.95,75,100,5.75,overcast clouds
364,San Joaquin,US,37.9333,-121.3011,100.54,15,0,10.36,clear sky
365,Scarborough,GB,54.2797,-0.4044,61.66,88,95,4.16,overcast clouds
366,Srednekolymsk,RU,67.45,153.6833,49.26,47,43,14.09,scattered clouds
367,New Glasgow,CA,45.5834,-62.6486,67.78,97,99,9.53,overcast clouds
368,Bayamo,CU,20.3792,-76.6433,77.7,88,94,2.08,overcast clouds
369,Benguela,AO,-12.5763,13.4055,66.38,88,8,3.98,clear sky
370,Vostok,RU,46.4856,135.8833,65.37,77,67,1.61,broken clouds
371,Borazjan,IR,29.2666,51.2159,93.43,26,0,1.77,clear sky
372,Griffith,US,41.5284,-87.4237,70.29,85,100,8.05,overcast clouds
373,Pandavapura,IN,12.5006,76.6733,67.64,90,100,4.68,overcast clouds
374,Oriximina,BR,-1.7656,-55.8661,75.78,82,98,0.76,overcast clouds
375,Aksarka,RU,66.5606,67.7975,41.36,78,36,9.46,scattered clouds
376,Kita,ML,13.0349,-9.4895,72.7,96,95,2.37,overcast clouds
377,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,100,100,4.61,overcast clouds
378,Nikolskoye,RU,59.7035,30.7861,61.88,74,5,3.38,clear sky
379,Oktyabrskoye,RU,43.0645,44.7417,66.34,94,0,4.47,clear sky
380,Tezu,IN,27.9167,96.1667,75.6,98,52,1.92,broken clouds
381,Vangaindrano,MG,-23.35,47.6,62.91,93,9,5.23,clear sky
382,Sistranda,NO,63.7256,8.834,58.96,83,100,5.14,overcast clouds
383,Demidov,RU,55.2706,31.515,61.92,95,46,3.49,scattered clouds
384,Bauchi,NG,10.5,10.0,70.23,91,100,3.04,overcast clouds
385,Constitucion,CL,-35.3333,-72.4167,47.86,86,75,9.71,broken clouds
386,Pangai,TO,-19.8,-174.35,77.11,83,40,16.11,scattered clouds
387,Kollam,IN,8.8833,76.6,76.48,89,100,9.42,overcast clouds
388,Arlit,NE,18.7369,7.3853,97.45,25,100,11.5,overcast clouds
389,Korla,CN,41.7597,86.1469,78.66,31,0,4.99,clear sky
390,Abu Dhabi,AE,24.4667,54.3667,93.31,68,4,1.14,dust
391,Bhaderwah,IN,32.9784,75.7186,67.03,94,87,0.54,overcast clouds
392,Severo-Kurilsk,RU,50.6789,156.125,57.13,98,100,20.13,moderate rain
393,Roznava,SK,48.6601,20.5376,63.09,84,70,4.07,light rain
394,Karangampel,ID,-6.4622,108.4519,79.03,83,88,4.79,overcast clouds
395,Emba,KZ,48.8264,58.1442,75.34,30,2,23.98,clear sky
396,Erzincan,TR,39.75,39.5,65.5,68,0,0.0,clear sky
397,Krasnoarmeysk,RU,51.0239,45.6969,64.67,63,62,10.71,broken clouds
398,Ourossogui,SN,15.6064,-13.3211,84.2,84,0,4.61,clear sky
399,Iwanai,JP,42.9744,140.5089,76.15,70,99,3.15,overcast clouds
400,Dudinka,RU,69.4058,86.1778,56.62,61,89,6.6,overcast clouds
401,Tecoanapa,MX,16.5167,-98.75,83.95,70,77,6.49,broken clouds
402,Shepetivka,UA,50.1855,27.0637,66.42,76,87,8.59,overcast clouds
403,Codrington,AU,-38.2667,141.9667,53.49,80,99,18.21,overcast clouds
404,Ryotsu,JP,38.0833,138.4333,79.05,85,82,6.38,broken clouds
405,Koumac,NC,-20.5667,164.2833,76.05,77,98,4.79,overcast clouds
406,Maesteg,GB,51.6093,-3.6582,70.23,78,43,5.14,scattered clouds
407,Bilibino,RU,68.0546,166.4372,40.15,84,100,4.63,overcast clouds
408,Nogliki,RU,51.8333,143.1667,55.4,93,100,5.84,overcast clouds
409,Chacaltianguis,MX,18.3333,-95.8333,85.12,78,100,2.24,overcast clouds
410,Oga,IT,46.4631,10.347,59.68,90,89,2.57,overcast clouds
411,Ulaangom,MN,49.9811,92.0667,62.89,56,0,3.49,clear sky
412,Ipora,BR,-16.4419,-51.1178,75.25,31,3,2.15,clear sky
413,Katima Mulilo,NA,-17.5,24.2667,58.71,18,0,5.79,clear sky
414,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,88,40,11.16,scattered clouds
415,Maumere,ID,-8.6199,122.2111,80.22,65,3,3.76,clear sky
416,Staryy Nadym,RU,65.6118,72.6842,46.26,64,100,20.96,overcast clouds
417,Orsk,RU,51.2049,58.5668,56.3,58,0,4.47,clear sky
418,Birin,NP,26.8865,88.0718,62.58,93,92,6.08,overcast clouds
419,Rocha,UY,-34.4833,-54.3333,58.96,90,33,10.09,scattered clouds
420,Tlacote El Bajo,MX,20.65,-100.5,74.37,72,92,6.02,overcast clouds
421,Mokhsogollokh,RU,61.4681,128.9203,65.17,65,78,5.55,broken clouds
422,Morondava,MG,-20.2833,44.2833,73.33,76,12,4.79,few clouds
423,Nikolayevka,RU,53.1257,47.2041,57.31,64,99,6.26,overcast clouds
424,Bairiki,KI,1.3292,172.9752,86.0,70,40,14.97,scattered clouds
425,Karauli,IN,26.5,77.0167,77.36,90,100,6.4,overcast clouds
426,Isangel,VU,-19.55,169.2667,77.11,83,100,11.5,overcast clouds
427,Houlton,US,46.1262,-67.8403,67.71,80,0,3.44,clear sky
428,Pangnirtung,CA,66.1451,-65.7125,43.57,87,100,4.34,overcast clouds
429,Mahebourg,MU,-20.4081,57.7,69.26,94,75,12.66,broken clouds
430,Rio Gallegos,AR,-51.6226,-69.2181,37.45,70,20,17.27,few clouds
431,Saint-Joseph,RE,-21.3667,55.6167,64.78,74,27,11.23,scattered clouds
432,Ghogha,IN,21.6833,72.2833,79.59,84,100,12.77,overcast clouds
433,Cabedelo,BR,-6.9811,-34.8339,74.07,70,49,14.05,scattered clouds
434,Sao Filipe,CV,14.8961,-24.4956,77.54,72,38,5.06,scattered clouds
435,Popondetta,PG,-8.7537,148.2534,86.94,56,50,3.74,scattered clouds
436,Dabola,GN,10.75,-11.1167,67.33,95,86,2.28,overcast clouds
437,Miraflores,MX,19.2167,-98.8083,70.56,92,100,4.85,overcast clouds
438,Komsomolskiy,UZ,40.4272,71.7189,77.72,41,49,6.91,scattered clouds
439,Gbarnga,LR,6.9956,-9.4722,68.99,99,100,2.91,overcast clouds
440,Katobu,ID,-4.9408,122.5276,78.39,74,57,6.2,broken clouds
441,Roald,NO,62.5833,6.1333,65.34,94,0,6.91,clear sky
442,Zaragoza,ES,41.6561,-0.8773,78.03,53,0,11.5,clear sky
443,Naze,JP,28.3667,129.4833,85.12,74,17,11.97,few clouds
444,Baoqing,CN,46.3317,132.2111,71.73,65,54,5.06,broken clouds
445,Yuzhnyy,RU,53.2542,83.6936,52.18,82,0,11.18,clear sky
446,Porbandar,IN,21.6422,69.6093,79.61,87,91,19.57,overcast clouds
447,Bilma,NE,18.6853,12.9164,87.12,44,94,7.61,light rain
448,Nagar Karnul,IN,16.4821,78.3247,72.39,87,100,13.71,overcast clouds
449,Chapais,CA,49.7834,-74.8492,67.78,78,100,7.09,overcast clouds
450,Luganville,VU,-15.5333,167.1667,77.54,86,100,9.64,light rain
451,Kapit,MY,2.0167,112.9333,76.62,88,100,0.74,overcast clouds
452,Taketa,JP,32.9652,131.3785,81.79,65,53,5.91,broken clouds
453,Kelo,TD,9.3086,15.8066,71.44,95,100,4.18,light rain
454,Palmer,US,42.1584,-72.3287,80.2,50,40,0.0,scattered clouds
455,Flinders,AU,-34.5833,150.8552,59.38,58,56,8.01,broken clouds
456,Zlobin,HR,45.2924,14.6541,63.59,65,73,2.68,broken clouds
457,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,36,0,24.16,clear sky
458,Amuntai,ID,-2.4177,115.2494,76.96,80,95,0.43,overcast clouds
459,Linqu,CN,36.5156,118.5397,85.35,81,98,6.49,overcast clouds
460,Anage,BR,-14.6122,-41.1356,67.33,65,21,9.4,few clouds
461,Salto De Agua,MX,17.6167,-92.3667,92.16,63,33,2.37,scattered clouds
462,Ahipara,NZ,-35.1667,173.1667,60.01,76,100,9.89,light rain
463,Metro,ID,-5.1131,105.3067,75.96,89,96,2.55,overcast clouds
464,Mocuba,MZ,-16.8392,36.9856,67.62,50,0,4.79,clear sky
465,Vardo,NO,70.3705,31.1107,48.18,76,31,4.61,scattered clouds
466,Esso,RU,55.9333,158.7,55.96,98,100,6.29,light rain
467,Lewisporte,CA,49.2499,-55.0482,65.91,98,100,5.01,overcast clouds
468,Gorontalo,ID,0.5412,123.0595,80.87,75,96,3.4,overcast clouds
469,Kaz,RU,52.9113,87.3105,51.4,95,61,3.85,broken clouds
470,Camalu,MX,30.85,-116.0667,78.6,63,0,6.85,clear sky
471,Malinovoye Ozero,RU,51.6753,79.7825,55.08,64,2,5.88,clear sky
472,Sioux Lookout,CA,50.1001,-91.917,71.67,78,75,3.44,broken clouds
473,Machala,EC,-3.2667,-79.9667,75.15,78,100,8.05,overcast clouds
474,Cukai,MY,4.25,103.4167,75.15,90,89,4.09,overcast clouds
475,Harper,LR,4.375,-7.7169,74.64,86,100,12.73,overcast clouds
476,Jardim,BR,-21.4803,-56.1381,74.46,38,4,4.52,clear sky
477,Yeppoon,AU,-23.1333,150.7333,60.58,52,0,3.04,clear sky
478,Meulaboh,ID,4.1363,96.1285,77.76,82,100,4.81,overcast clouds
479,Campestre,BR,-21.7111,-46.2464,60.06,48,0,3.85,clear sky
480,Guane,CU,22.2025,-84.0875,79.72,80,75,4.16,broken clouds
481,Tommot,RU,58.9564,126.2925,55.11,93,100,6.24,overcast clouds
482,Buchanan,LR,5.8808,-10.0467,75.2,89,100,9.04,light rain
483,Baykit,RU,61.67,96.37,52.97,87,98,7.49,light rain
484,Sambava,MG,-14.2667,50.1667,66.31,89,85,7.78,light rain
485,The Pas,CA,53.8251,-101.2541,77.02,44,0,5.75,clear sky
486,Fairbanks,US,64.8378,-147.7164,66.6,67,0,0.0,clear sky
487,Gongzhuling,CN,43.5008,124.8198,63.88,94,100,9.71,overcast clouds
488,Minsk,BY,53.9,27.5667,67.75,89,98,7.47,overcast clouds
489,Saryozek,KZ,44.3583,77.9753,67.96,33,0,2.77,clear sky
490,Florence,IT,43.7667,11.25,73.72,71,0,4.61,clear sky
491,Weener,DE,53.1667,7.35,75.2,80,88,7.52,overcast clouds
492,Varhaug,NO,58.6147,5.6457,71.15,74,100,13.09,overcast clouds
493,Socorro,US,31.6546,-106.3033,97.81,21,40,8.05,scattered clouds
494,Chifeng,CN,42.2683,118.9636,67.5,84,100,5.88,overcast clouds
495,Puerto Lleras,CO,3.0223,-73.4044,71.11,92,61,3.65,broken clouds
496,Jinji,CN,23.2281,110.8261,80.94,88,38,1.07,scattered clouds
497,Miyako,JP,39.6367,141.9525,76.75,79,99,2.91,overcast clouds
498,Abra De Ilog,PH,13.4437,120.7291,79.97,85,97,7.45,overcast clouds
499,Trinidad,BO,-14.8333,-64.9,85.98,62,2,3.44,clear sky
500,Kahului,US,20.8947,-156.47,87.82,45,40,21.85,scattered clouds
501,Mosquera,CO,4.7059,-74.2302,57.29,82,100,4.61,overcast clouds
502,Lorengau,PG,-2.0226,147.2712,84.07,60,88,4.61,overcast clouds
503,Westport,US,41.1415,-73.3579,77.95,56,55,10.0,broken clouds
504,Hami,CN,42.8,93.45,77.9,22,0,10.16,clear sky
505,Sretensk,RU,52.2453,117.7093,68.92,57,32,2.08,scattered clouds
506,Bara,NG,10.3744,10.7288,71.42,96,100,8.41,light rain
507,Biak,ID,-0.9131,122.8766,78.22,77,98,8.37,overcast clouds
508,Juneau,US,58.3019,-134.4197,61.99,99,100,12.66,light rain
509,Erenhot,CN,43.6475,111.9767,65.07,60,4,12.53,clear sky
510,Quelimane,MZ,-17.8786,36.8883,73.35,94,0,10.36,clear sky
511,Pombas,CV,17.1503,-25.0201,76.78,88,97,6.85,overcast clouds
512,Ribeira Brava,PT,32.65,-17.0667,73.0,81,0,3.67,clear sky
513,Dulce Grande,MX,23.0,-102.1667,77.95,37,85,6.8,overcast clouds
514,Ayna,PE,-12.65,-73.9167,59.49,68,9,2.98,clear sky
515,Robertson,US,36.5167,-86.8667,87.78,61,20,6.91,few clouds
516,Bonnyville,CA,54.2668,-110.735,78.6,41,41,11.07,scattered clouds
517,Laela,TZ,-8.5667,32.05,61.18,52,19,1.36,few clouds
518,Sept-Iles,CA,50.2001,-66.3821,64.06,88,75,3.44,light intensity shower rain
519,Parana,AR,-31.732,-60.5238,72.57,69,24,6.49,few clouds
520,Ust-Kuyga,RU,70.0167,135.6,58.3,59,24,4.47,few clouds
521,Norman Wells,CA,65.282,-126.8329,73.44,60,75,8.05,broken clouds
522,Punta Umbria,ES,37.1821,-6.9661,72.23,54,0,15.99,clear sky
523,Nhulunbuy,AU,-12.2333,136.7667,79.41,44,7,14.97,clear sky
524,Zhezkazgan,KZ,47.8043,67.7144,67.75,38,0,14.63,clear sky
525,Kommunisticheskiy,RU,61.6789,64.4819,46.4,69,94,4.32,overcast clouds
526,Novoorsk,RU,51.381,58.9813,56.05,47,15,12.66,few clouds
527,Moron,AR,-34.6534,-58.6198,71.49,77,68,6.15,broken clouds
528,Northam,GB,51.0333,-4.2167,69.39,73,34,5.03,scattered clouds
529,Lakes Entrance,AU,-37.8811,147.981,58.15,59,86,12.68,overcast clouds
530,Gazojak,TM,41.1875,61.4036,78.13,20,0,10.31,clear sky
531,Derzhavinsk,KZ,51.1,66.3167,56.39,58,70,8.52,broken clouds
532,Saint Peter,BB,13.25,-59.6167,81.16,77,45,10.13,scattered clouds
533,Troitskoye,RU,52.9821,84.6757,51.49,86,39,5.99,scattered clouds
534,Klaksvik,FO,62.2266,-6.589,50.92,85,86,3.71,overcast clouds
535,Tarbagatay,RU,51.4803,107.3602,54.93,65,10,2.04,clear sky
536,Slupca,PL,52.2873,17.8719,68.2,89,29,6.46,scattered clouds
537,Bongandanga,CD,1.5,21.05,70.7,92,100,2.73,overcast clouds
538,Bagan,RU,54.1001,77.6646,49.32,84,0,8.41,clear sky
539,Mangan,IN,27.5167,88.5333,74.21,96,97,1.7,overcast clouds
540,Iskateley,RU,67.6803,53.1512,48.25,90,99,11.3,overcast clouds
541,Qasigiannguit,GL,68.8193,-51.1922,43.59,82,99,11.61,overcast clouds
542,Talnakh,RU,69.4865,88.3972,56.21,56,97,3.2,overcast clouds
543,Mahajanga,MG,-15.7167,46.3167,69.82,60,0,11.5,clear sky
544,Vanimo,PG,-2.6741,141.3028,83.21,69,84,5.26,broken clouds
545,Laguna De Perlas,NI,12.3429,-83.6712,82.49,84,78,6.76,broken clouds
546,Niono,ML,14.2526,-5.993,75.63,83,100,25.08,overcast clouds
547,Mehamn,NO,71.0357,27.8492,48.15,81,75,10.36,broken clouds
548,Aasiaat,GL,68.7098,-52.8699,39.79,95,100,6.73,overcast clouds
549,Aquiraz,BR,-3.9014,-38.3911,78.89,85,39,9.71,scattered clouds
550,Blagoveshchenka,RU,52.8333,79.8667,53.26,72,1,6.96,clear sky
551,Andros Town,BS,24.7,-77.7667,84.16,67,83,5.57,broken clouds
552,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,58.89,87,0,10.56,clear sky
553,North Battleford,CA,52.7834,-108.2847,77.4,57,20,11.5,few clouds
554,Flin Flon,CA,54.7682,-101.865,76.84,44,75,4.61,broken clouds
555,Ludvika,SE,60.1496,15.1878,66.0,82,97,2.75,overcast clouds
556,Mao,ES,39.8885,4.2658,81.16,89,0,3.44,clear sky
557,Nago,JP,26.5881,127.9761,86.45,78,25,11.16,scattered clouds
558,Manono,CD,-7.3,27.4167,76.28,32,61,3.4,broken clouds
559,Burnie,AU,-41.0667,145.9167,49.95,84,100,8.59,light rain
560,Khani,GE,41.9563,42.9566,63.97,49,0,5.06,clear sky
561,Callaway,US,30.153,-85.5699,85.91,78,40,10.36,light rain
562,Launceston,AU,-41.45,147.1667,53.62,79,100,14.97,light rain
563,Margate,GB,51.3813,1.3862,71.31,81,100,1.01,overcast clouds
564,Necochea,AR,-38.5473,-58.7368,57.4,86,99,10.04,overcast clouds
565,Pasni,PK,25.2631,63.471,82.49,88,99,3.11,overcast clouds
566,Pevek,RU,69.7008,170.3133,34.23,83,95,11.88,overcast clouds
567,Zhigansk,RU,66.7697,123.3711,55.69,87,94,5.66,overcast clouds
568,Porirua,NZ,-41.1333,174.85,56.84,78,100,10.4,overcast clouds
569,Moree,AU,-29.4667,149.85,54.36,59,99,6.26,overcast clouds
570,Papillion,US,41.1544,-96.0422,79.56,18,65,7.36,broken clouds
571,Samarai,PG,-10.6167,150.6667,82.09,75,31,9.37,scattered clouds
572,Beyneu,KZ,45.3167,55.2,86.07,21,14,7.45,few clouds
573,Carutapera,BR,-1.195,-46.02,75.42,87,31,4.79,scattered clouds
574,Salinopolis,BR,-0.6136,-47.3561,78.19,82,15,11.07,few clouds
575,Buala,SB,-8.145,159.5921,84.02,70,63,5.41,light rain
576,Vegreville,CA,53.5001,-112.0518,75.9,43,13,9.22,few clouds
577,Bereznik,RU,62.8551,42.7072,53.04,80,28,3.53,scattered clouds
578,Bukoba,TZ,-1.3317,31.8122,69.82,73,96,3.85,overcast clouds
579,Niagara Falls,CA,43.1001,-79.0663,76.77,47,100,10.36,overcast clouds
580,Porto Novo,BJ,6.4965,2.6036,75.02,95,100,12.19,moderate rain
581,Ouesso,CG,1.6136,16.0517,72.03,67,85,3.31,overcast clouds
582,Hanko,FI,59.8333,22.95,60.15,86,69,13.22,broken clouds
583,Colonia,DE,50.9333,6.95,76.96,53,0,2.3,clear sky
584,Chicama,PE,-7.8447,-79.1469,59.54,81,5,9.66,clear sky
585,Canchungo,GW,12.0672,-16.0333,77.13,92,100,4.94,moderate rain
586,Bosaso,SO,11.2842,49.1816,91.02,40,82,19.91,broken clouds
587,Vidim,RU,56.4088,103.1106,54.93,95,81,9.37,broken clouds
588,Ixtapa,MX,20.7,-105.2,85.23,70,75,9.22,broken clouds
589,Avera,US,33.194,-82.5271,87.31,45,22,3.02,few clouds
590,Oranjestad,AW,12.524,-70.027,85.95,70,20,17.27,few clouds
591,Salem,IN,11.65,78.1667,75.33,79,98,2.21,overcast clouds
592,Vilyuysk,RU,63.7553,121.6247,55.94,97,100,6.73,overcast clouds
593,Bogalusa,US,30.791,-89.8487,91.45,55,40,0.0,scattered clouds
594,Praia,CV,14.9215,-23.5087,79.34,73,75,4.61,broken clouds
595,Pierre,US,44.3683,-100.351,85.12,48,0,14.97,clear sky
596,San Quintin,MX,30.4833,-115.95,76.32,68,1,7.99,clear sky
597,Maneadero,MX,31.7167,-116.5667,78.1,75,18,3.0,few clouds
598,Elliot,ZA,-31.3333,27.85,33.35,67,35,13.62,scattered clouds
599,Rawson,AR,-43.3002,-65.1023,49.15,44,88,15.68,overcast clouds
600,Poum,NC,-20.2333,164.0167,75.72,82,100,15.32,overcast clouds
601,Mutoko,ZW,-17.397,32.2268,58.08,38,0,2.73,clear sky
602,Del Rio,US,29.3627,-100.8968,98.71,34,20,24.16,few clouds
603,Hastings,GB,50.8552,0.5729,69.91,62,100,8.21,overcast clouds
604,Broken Hill,AU,-31.95,141.4333,53.49,54,71,13.0,broken clouds
605,San Policarpo,PH,12.1791,125.5072,78.94,84,100,4.59,overcast clouds
606,Orlik,RU,52.5178,99.825,52.65,72,40,0.72,scattered clouds
607,Mbandaka,CD,0.0487,18.2603,72.27,62,86,3.38,overcast clouds
608,Auki,SB,-8.7676,160.7034,84.85,62,33,2.55,scattered clouds
609,Nanma,CN,36.1817,118.1583,80.53,85,93,9.19,overcast clouds
610,Aksu,CN,41.1231,80.2644,77.9,39,32,2.48,scattered clouds
611,Koslan,RU,63.4564,48.8989,53.92,63,91,6.62,overcast clouds
612,Hovd,MN,48.0056,91.6419,62.06,35,0,6.6,clear sky
613,Wolfville,CA,45.0835,-64.3655,65.68,91,99,3.44,overcast clouds
614,Langxiang,CN,46.95,128.8833,69.42,67,9,3.33,clear sky
615,Colombo,LK,6.9319,79.8478,76.95,85,45,8.39,scattered clouds
616,Kemijarvi,FI,66.7131,27.4306,48.58,80,77,2.8,broken clouds
617,Talara,PE,-4.5772,-81.2719,63.97,90,4,19.15,clear sky
618,Antalaha,MG,-14.9003,50.2788,64.85,91,55,5.66,broken clouds
619,Florida,US,28.7505,-82.5001,82.74,84,40,3.44,scattered clouds
620,Trairi,BR,-3.2778,-39.2689,77.36,78,54,11.7,broken clouds
621,Culleredo,ES,43.2879,-8.3886,64.49,84,75,5.01,broken clouds
622,Pringsewu,ID,-5.3582,104.9744,74.55,93,94,0.78,overcast clouds
623,Saint-Leu,RE,-21.15,55.2833,69.31,69,14,3.4,few clouds
624,Barcelos,PT,41.5388,-8.6151,68.85,94,1,2.8,clear sky
625,Udachnyy,RU,66.4167,112.4,46.45,87,100,11.05,light rain
626,Pak Phanang,TH,8.3511,100.202,80.62,83,13,5.77,light rain
627,Adamovka,RU,51.5223,59.9396,59.85,53,28,13.33,scattered clouds
628,Odate,JP,40.2686,140.5683,68.14,100,75,2.3,moderate rain
629,Viedma,AR,-40.8135,-62.9967,53.92,34,100,9.1,overcast clouds
630,Eureka,US,40.8021,-124.1637,80.67,84,17,5.01,few clouds
631,Roebourne,AU,-20.7833,117.1333,75.56,45,1,7.45,clear sky
632,Rancho Cucamonga,US,34.1064,-117.5931,103.62,26,20,17.27,few clouds
633,Kiunga,PG,-6.1219,141.2906,74.82,97,100,2.82,overcast clouds
634,Manica,FR,49.0,-1.1667,59.59,96,98,4.88,overcast clouds
635,Tchaourou,BJ,8.8865,2.5975,70.38,98,100,3.69,light rain
636,Krasnyy Yar,RU,46.5331,48.3456,75.13,23,4,11.18,clear sky
637,Tessalit,ML,20.1986,1.0114,95.76,15,30,6.98,scattered clouds
638,Quang Ngai,VN,15.1167,108.8,79.48,83,87,3.87,overcast clouds
639,Bubaque,GW,11.2833,-15.8333,77.56,88,94,13.38,moderate rain
640,Deputatskiy,RU,69.3,139.9,39.79,88,100,5.44,overcast clouds
641,Garoua Boulai,CM,5.8833,14.55,63.9,98,99,7.56,overcast clouds
642,Stornoway,GB,58.2093,-6.3865,55.92,97,100,3.44,fog
643,Southbridge,US,42.0751,-72.0334,77.11,63,92,5.35,overcast clouds
644,Golaghat,IN,26.5167,93.9667,75.85,94,99,8.08,overcast clouds
645,Vila Velha,BR,-20.3297,-40.2925,69.75,85,20,5.75,few clouds
646,Ingham,US,42.6,-84.3833,70.02,81,100,5.75,overcast clouds
647,Nelson,NZ,-41.2833,173.2833,49.28,87,100,1.99,light rain
648,Begoro,GH,6.3871,-0.3774,68.45,95,100,7.16,light rain
649,Peniche,PT,39.3558,-9.3811,68.11,89,0,13.4,clear sky
650,Pacific Grove,US,36.6177,-121.9166,75.87,79,40,10.36,scattered clouds
651,Paamiut,GL,61.994,-49.6678,44.53,93,100,9.66,overcast clouds
652,Igarka,RU,67.4667,86.5833,53.76,64,88,5.73,overcast clouds
653,Woodward,US,36.4337,-99.3904,100.96,28,0,11.5,clear sky
654,Kalanwali,IN,29.85,74.95,80.49,83,97,7.14,overcast clouds
655,Valencia,ES,39.3333,-0.8333,79.75,17,1,8.05,clear sky
656,Taoudenni,ML,22.6783,-3.9836,98.06,8,0,11.41,clear sky
657,Khorixas,NA,-20.3667,14.9667,54.16,37,0,2.1,clear sky
658,Tautira,PF,-17.7333,-149.15,77.68,77,34,13.09,scattered clouds
659,Charters Towers,AU,-20.1,146.2667,65.55,30,80,11.16,broken clouds
660,Havoysund,NO,70.9963,24.6622,48.43,83,91,9.42,overcast clouds
661,Daru,PG,-9.0763,143.2092,79.11,84,83,11.59,broken clouds
662,Balikpapan,ID,-1.2675,116.8289,76.19,100,20,3.44,few clouds
663,Sola,VU,-13.8833,167.55,79.47,89,75,5.75,drizzle
664,Conceicao Da Barra,BR,-18.5933,-39.7322,70.34,73,51,6.38,broken clouds
665,Waddan,LY,29.1614,16.139,85.33,30,0,5.21,clear sky
666,Kafanchan,NG,9.5833,8.3,66.25,99,100,2.71,light rain
667,Kadyy,RU,57.787,43.1903,58.86,84,17,1.66,few clouds
668,Juegang,CN,32.3174,121.1855,85.91,75,100,9.08,overcast clouds
669,Vuktyl,RU,63.8567,57.3094,47.12,72,100,6.38,overcast clouds
670,Labuhan,ID,-6.8844,112.2051,78.64,85,36,7.27,scattered clouds
671,Gryazi,RU,52.4966,39.9359,64.42,64,56,8.55,broken clouds
672,Chapleau,CA,47.8405,-83.4034,73.49,40,75,4.61,broken clouds
673,Felanitx,ES,39.4696,3.1483,83.14,75,51,9.04,broken clouds
674,Marfino,RU,55.7028,37.3822,70.05,56,0,6.71,clear sky
675,Dong Hoi,VN,17.4833,106.6,81.99,75,76,5.26,broken clouds
676,Arbazh,RU,57.6804,48.3065,54.54,84,0,3.83,clear sky
677,Marathon,US,44.9,-89.7668,69.33,83,100,0.0,overcast clouds
678,Kropotkin,RU,45.4375,40.5756,74.44,46,21,7.05,few clouds
679,Gombong,ID,-7.6072,109.5142,77.22,90,97,1.5,overcast clouds
680,Ascension,US,30.2169,-90.9001,93.02,61,75,3.44,broken clouds
681,Jinka,ET,5.65,36.65,65.71,68,93,1.14,overcast clouds
682,Rjukan,NO,59.8789,8.5941,65.05,83,100,0.63,light rain
683,Sawai Madhopur,IN,25.9833,76.3667,78.08,83,100,2.17,moderate rain
684,Qaqortoq,GL,60.7167,-46.0333,45.66,95,72,1.41,broken clouds
685,Doha,QA,25.2867,51.5333,93.18,55,0,3.44,clear sky
